index,"city","state","population","violent_crime",murder,"rape_revised_definition",rape_legacy_definition,"robbery","aggravated_assault","violent_crime_rate_per_100_000",murder_rate_per_100_000_people,"rape_new_rate","rape_old_rate","robbery_rate","aggravated_assault_rate"
753,"burien","WA","50,284","257",2,NULL,38,"81","136","511.1",3.98,"0","75.57","161.09","270.46"
754,"pinellas park","FL","50,213","229",1,"27",NULL,"49","152","456.06",1.99,"53.77","0","97.58","302.71"
755,"casa grande","AZ","50,207","240",1,"21",NULL,"53","165","478.02",1.99,"41.83","0","105.56","328.64"
756,"west sacramento","CA","50,152","262",1,NULL,20,"95","146","522.41",1.99,"0","39.88","189.42","291.12"
757,"saginaw","MI","50,030","845",11,"70",NULL,"124","640","1,688.99",21.99,"139.92","0","247.85","1,279.23"
758,"troy","NY","49,950","350",7,NULL,0,"110","233","700.7",14.01,"0","0","220.22","466.47"
759,"monroe5","LA","49,900",NULL,10,"49",NULL,"243",NULL,"0",20.04,"98.2","0","486.97","0"
760,"cerritos","CA","49,867","86",0,NULL,3,"50","33","172.46",0,"0","6.02","100.27","66.18"
761,"downers grove","IL","49,860","30",0,"7",NULL,"8","15","60.17",0,"14.04","0","16.04","30.08"
762,"poway3","CA","49,786","70",0,"2",NULL,"13","55","140.6",0,"4.02","0","26.11","110.47"
763,"wilson","NC","49,731","265",4,NULL,5,"89","167","532.87",8.04,"0","10.05","178.96","335.81"
764,"edina","MN","49,727","27",0,"11",NULL,"10","6","54.3",0,"22.12","0","20.11","12.07"
765,"caldwell","ID","49,597","159",1,"13",NULL,"8","137","320.58",2.02,"26.21","0","16.13","276.23"
766,"rancho santa margarita3","CA","49,558","27",0,"10",NULL,"1","16","54.48",0,"20.18","0","2.02","32.29"
767,"parker","CO","49,428","64",0,"12",NULL,"4","48","129.48",0,"24.28","0","8.09","97.11"
768,"cypress","CA","49,370","51",0,NULL,3,"20","28","103.3",0,"0","6.08","40.51","56.71"
769,"niagara falls4","NY","49,300","581",3,"26",NULL,"161","391","1,178.50",6.09,"52.74","0","326.57","793.1"
770,"la mirada","CA","49,277","89",1,NULL,4,"22","62","180.61",2.03,"0","8.12","44.65","125.82"
771,"harrisburg","PA","49,109","547",17,"42",NULL,"272","216","1,113.85",34.62,"85.52","0","553.87","439.84"
772,"bedford","TX","48,977","219",1,"20",NULL,"28","170","447.15",2.04,"40.84","0","57.17","347.1"
773,"galveston","TX","48,961","256",6,"51",NULL,"105","94","522.87",12.25,"104.16","0","214.46","191.99"
774,"methuen","MA","48,950","80",0,"0",NULL,"19","61","163.43",0,"0","0","38.82","124.62"
775,"leesburg","VA","48,913","58",2,"13",NULL,"11","32","118.58",4.09,"26.58","0","22.49","65.42"
776,"haverford township","PA","48,877","26",0,"3",NULL,"7","16","53.19",0,"6.14","0","14.32","32.74"
777,"olympia","WA","48,763","198",0,"19",NULL,"47","132","406.05",0,"38.96","0","96.38","270.7"
778,"covina","CA","48,681","110",0,NULL,5,"48","57","225.96",0,"0","10.27","98.6","117.09"
779,"roswell","NM","48,636","372",8,NULL,49,"35","280","764.87",16.45,"0","100.75","71.96","575.71"
780,"alexandria4","LA","48,618","858",9,"9",NULL,"170","670","1,764.78",18.51,"18.51","0","349.66","1,378.09"
781,"sheboygan","WI","48,605","156",1,NULL,22,"17","116","320.95",2.06,"0","45.26","34.98","238.66"
782,"middletown","OH","48,603","310",2,NULL,38,"82","188","637.82",4.11,"0","78.18","168.71","386.81"
783,"east lansing","MI","48,555","135",2,"27",NULL,"27","79","278.04",4.12,"55.61","0","55.61","162.7"
784,"east brunswick township","NJ","48,391","36",0,NULL,2,"11","23","74.39",0,"0","4.13","22.73","47.53"
785,"azusa3","CA","48,224","165",0,"12",NULL,"30","123","342.15",0,"24.88","0","62.21","255.06"
786,"lower paxton township","PA","48,117","82",0,"21",NULL,"20","41","170.42",0,"43.64","0","41.57","85.21"
787,"washington township, gloucester county","NJ","48,100","31",0,NULL,0,"19","12","64.45",0,"0","0","39.5","24.95"
788,"st. louis park","MN","47,957","65",0,"5",NULL,"23","37","135.54",0,"10.43","0","47.96","77.15"
789,"mishawaka","IN","47,933","106",0,NULL,23,"37","46","221.14",0,"0","47.98","77.19","95.97"
790,"hattiesburg","MS","47,930","125",11,NULL,21,"40","53","260.8",22.95,"0","43.81","83.46","110.58"
791,"dunwoody","GA","47,915","58",0,NULL,3,"25","30","121.05",0,"0","6.26","52.18","62.61"
792,"portage","MI","47,819","77",0,"17",NULL,"18","42","161.02",0,"35.55","0","37.64","87.83"
793,"chesterfield","MO","47,811","34",0,"4",NULL,"5","25","71.11",0,"8.37","0","10.46","52.29"
794,"newark","OH","47,808","68",0,"26",NULL,"23","19","142.24",0,"54.38","0","48.11","39.74"
795,"collierville","TN","47,757","73",0,"10",NULL,"9","54","152.86",0,"20.94","0","18.85","113.07"
796,"bloomfield","NJ","47,715","98",0,NULL,2,"73","23","205.39",0,"0","4.19","152.99","48.2"
797,"minot","ND","47,682","151",1,"35",NULL,"18","97","316.68",2.1,"73.4","0","37.75","203.43"
798,"roseville","MI","47,618","213",0,"39",NULL,"51","123","447.31",0,"81.9","0","107.1","258.31"
799,"stillwater","OK","47,555","150",0,"36",NULL,"27","87","315.42",0,"75.7","0","56.78","182.95"
800,"union township, clermont county","OH","47,542","38",0,"11",NULL,"18","9","79.93",0,"23.14","0","37.86","18.93"
801,"east providence","RI","47,351","52",1,"12",NULL,"5","34","109.82",2.11,"25.34","0","10.56","71.8"
802,"wauwatosa","WI","47,306","76",0,NULL,2,"63","11","160.66",0,"0","4.23","133.18","23.25"
803,"middletown","CT","47,256","78",0,"4",NULL,"23","51","165.06",0,"8.46","0","48.67","107.92"
804,"cedar hill","TX","47,057","93",0,"13",NULL,"28","52","197.63",0,"27.63","0","59.5","110.5"
805,"coeur d'alene","ID","46,952","239",2,"40",NULL,"22","175","509.03",4.26,"85.19","0","46.86","372.72"
806,"ceres","CA","46,903","145",2,NULL,11,"43","89","309.15",4.26,"0","23.45","91.68","189.75"
807,"west orange","NJ","46,861","102",1,NULL,6,"36","59","217.67",2.13,"0","12.8","76.82","125.9"
808,"summerville","SC","46,801","139",0,"9",NULL,"23","107","297",0,"19.23","0","49.14","228.63"
809,"san luis obispo3","CA","46,672","240",0,"47",NULL,"25","168","514.23",0,"100.7","0","53.57","359.96"
810,"palm springs","CA","46,665","295",3,"28",NULL,"97","167","632.17",6.43,"60","0","207.86","357.87"
811,"apopka","FL","46,572","169",0,"5",NULL,"44","120","362.88",0,"10.74","0","94.48","257.67"
812,"madison","AL","46,441","150",2,"11",NULL,"20","117","322.99",4.31,"23.69","0","43.07","251.93"
813,"twin falls","ID","46,358","114",1,"14",NULL,"21","78","245.91",2.16,"30.2","0","45.3","168.26"
814,"texas city","TX","46,273","150",2,"10",NULL,"48","90","324.16",4.32,"21.61","0","103.73","194.5"
815,"binghamton4","NY","46,229","305",1,"49",NULL,"82","173","659.76",2.16,"105.99","0","177.38","374.22"
816,"san jacinto","CA","46,216","101",2,NULL,2,"45","52","218.54",4.33,"0","4.33","97.37","112.52"
817,"columbus","IN","46,196","45",0,NULL,12,"20","13","97.41",0,"0","25.98","43.29","28.14"
818,"mansfield","OH","46,145","210",3,"40",NULL,"87","80","455.09",6.5,"86.68","0","188.54","173.37"
819,"jeffersonville","IN","46,117","267",1,NULL,10,"39","217","578.96",2.17,"0","21.68","84.57","470.54"
820,"draper","UT","46,032","55",0,"16",NULL,"8","31","119.48",0,"34.76","0","17.38","67.34"
821,"elmhurst","IL","45,906","20",3,"8",NULL,"6","3","43.57",6.54,"17.43","0","13.07","6.54"
822,"beavercreek","OH","45,835","24",0,"6",NULL,"11","7","52.36",0,"13.09","0","24","15.27"
823,"lincoln","CA","45,792","17",0,NULL,4,"7","6","37.12",0,"0","8.74","15.29","13.1"
824,"altoona","PA","45,676","159",1,"38",NULL,"32","88","348.1",2.19,"83.19","0","70.06","192.66"
825,"hamburg town4","NY","45,656","51",0,"4",NULL,"11","36","111.7",0,"8.76","0","24.09","78.85"
826,"evesham township","NJ","45,623","34",0,NULL,7,"11","16","74.52",0,"0","15.34","24.11","35.07"
827,"glenview","IL","45,588","18",0,"1",NULL,"10","7","39.48",0,"2.19","0","21.94","15.35"
828,"lacey","WA","45,525","80",1,"11",NULL,"15","53","175.73",2.2,"24.16","0","32.95","116.42"
829,"middletown township","PA","45,490","41",1,"5",NULL,"10","25","90.13",2.2,"10.99","0","21.98","54.96"
830,"pine bluff","AR","45,402","576",13,"39",NULL,"141","383","1,268.67",28.63,"85.9","0","310.56","843.58"
831,"wylie","TX","45,323","43",1,"17",NULL,"2","23","94.87",2.21,"37.51","0","4.41","50.75"
832,"farmington","NM","45,289","301",2,NULL,56,"52","191","664.62",4.42,"0","123.65","114.82","421.74"
833,"cleveland heights","OH","45,207","106",2,NULL,10,"57","37","234.48",4.42,"0","22.12","126.09","81.85"
834,"wallingford","CT","45,137","23",0,"1",NULL,"6","16","50.96",0,"2.22","0","13.29","35.45"
835,"greenburgh town4","NY","45,133","61",0,"7",NULL,"20","34","135.16",0,"15.51","0","44.31","75.33"
836,"south brunswick township","NJ","45,096","10",0,NULL,3,"3","4","22.17",0,"0","6.65","6.65","8.87"
837,"bridgewater township","NJ","45,083","20",0,NULL,3,"10","7","44.36",0,"0","6.65","22.18","15.53"
838,"biloxi","MS","45,008","212",2,"39",NULL,"96","75","471.03",4.44,"86.65","0","213.3","166.64"
839,"sayreville","NJ","44,915","36",0,NULL,0,"12","24","80.15",0,"0","0","26.72","53.43"
840,"west seneca town4","NY","44,866","38",0,"3",NULL,"17","18","84.7",0,"6.69","0","37.89","40.12"
841,"littleton","CO","44,859","40",1,"24",NULL,"9","6","89.17",2.23,"53.5","0","20.06","13.38"
842,"kannapolis","NC","44,784","80",0,NULL,6,"26","48","178.64",0,"0","13.4","58.06","107.18"
843,"enfield","CT","44,769","53",2,"1",NULL,"22","28","118.39",4.47,"2.23","0","49.14","62.54"
844,"barnstable","MA","44,642","279",0,"19",NULL,"28","232","624.97",0,"42.56","0","62.72","519.69"
845,"charlottesville","VA","44,574","191",5,"16",NULL,"39","131","428.5",11.22,"35.9","0","87.49","293.89"
846,"newark","CA","44,467","109",2,NULL,9,"36","62","245.13",4.5,"0","20.24","80.96","139.43"
847,"hackensack","NJ","44,451","90",1,NULL,5,"16","68","202.47",2.25,"0","11.25","35.99","152.98"
848,"arlington","MA","44,439","63",0,"9",NULL,"9","45","141.77",0,"20.25","0","20.25","101.26"
849,"titusville","FL","44,310","267",0,"15",NULL,"53","199","602.57",0,"33.85","0","119.61","449.11"
850,"webster town and village4","NY","44,230","27",1,"6",NULL,"7","13","61.04",2.26,"13.57","0","15.83","29.39"
851,"chesterfield township","MI","44,211","107",0,"6",NULL,"10","91","242.02",0,"13.57","0","22.62","205.83"
852,"dublin","OH","44,163","8",0,"0",NULL,"7","1","18.11",0,"0","0","15.85","2.26"
853,"attleboro","MA","44,084","107",0,"12",NULL,"12","83","242.72",0,"27.22","0","27.22","188.28"
854,"cutler bay","FL","44,080","127",0,"4",NULL,"50","73","288.11",0,"9.07","0","113.43","165.61"
855,"lombard","IL","44,026","31",1,"7",NULL,"7","16","70.41",2.27,"15.9","0","15.9","36.34"
856,"egg harbor township","NJ","43,992","93",2,NULL,6,"17","68","211.4",4.55,"0","13.64","38.64","154.57"
857,"york","PA","43,951","388",8,"24",NULL,"167","189","882.8",18.2,"54.61","0","379.97","430.02"
858,"pittsfield","MA","43,895","194",0,"35",NULL,"30","129","441.96",0,"79.74","0","68.34","293.88"
859,"haltom city","TX","43,856","108",0,"34",NULL,"25","49","246.26",0,"77.53","0","57","111.73"
860,"blacksburg","VA","43,842","33",2,"15",NULL,"3","13","75.27",4.56,"34.21","0","6.84","29.65"
861,"smyrna","TN","43,823","135",2,"8",NULL,"14","111","308.06",4.56,"18.26","0","31.95","253.29"
862,"lompoc","CA","43,809","153",1,NULL,24,"19","109","349.24",2.28,"0","54.78","43.37","248.81"
863,"de kalb","IL","43,791","179",1,"36",NULL,"13","129","408.76",2.28,"82.21","0","29.69","294.58"
864,"southington","CT","43,786","33",0,"12",NULL,"14","7","75.37",0,"27.41","0","31.97","15.99"
865,"oakland park","FL","43,745","227",5,"27",NULL,"68","127","518.92",11.43,"61.72","0","155.45","290.32"
866,"keller","TX","43,711","24",1,"7",NULL,"0","16","54.91",2.29,"16.01","0","0","36.6"
867,"danville","CA","43,685","17",0,NULL,3,"1","13","38.91",0,"0","6.87","2.29","29.76"
868,"north miami beach","FL","43,657","368",3,"31",NULL,"142","192","842.93",6.87,"71.01","0","325.26","439.79"
869,"coachella","CA","43,633","166",5,NULL,3,"51","107","380.45",11.46,"0","6.88","116.88","245.23"
870,"poughkeepsie town4","NY","43,599","52",0,"4",NULL,"30","18","119.27",0,"9.17","0","68.81","41.29"
871,"el centro","CA","43,532","167",0,NULL,12,"59","96","383.63",0,"0","27.57","135.53","220.53"
872,"apex","NC","43,411","28",0,NULL,3,"10","15","64.5",0,"0","6.91","23.04","34.55"
873,"manchester township","NJ","43,394","10",0,NULL,0,"4","6","23.04",0,"0","0","9.22","13.83"
874,"jefferson city","MO","43,372","133",1,"6",NULL,"25","101","306.65",2.31,"13.83","0","57.64","232.87"
875,"everett","MA","43,368","172",0,"10",NULL,"67","95","396.61",0,"23.06","0","154.49","219.06"
876,"fort pierce","FL","43,347","460",12,"26",NULL,"114","308","1,061.20",27.68,"59.98","0","262.99","710.55"
877,"freeport village4","NY","43,234","150",2,"1",NULL,"77","70","346.95",4.63,"2.31","0","178.1","161.91"
878,"north lauderdale","FL","43,167","184",1,"17",NULL,"50","116","426.25",2.32,"39.38","0","115.83","268.72"
879,"cleveland","TN","43,135","370",1,"20",NULL,"28","321","857.77",2.32,"46.37","0","64.91","744.18"
880,"bountiful","UT","43,115","33",0,"13",NULL,"2","18","76.54",0,"30.15","0","4.64","41.75"
881,"bell gardens","CA","43,089","108",2,NULL,7,"41","58","250.64",4.64,"0","16.25","95.15","134.61"
882,"moline","IL","43,017","156",0,"11",NULL,"16","129","362.65",0,"25.57","0","37.19","299.88"
883,"fond du lac","WI","42,953","141",1,"30",NULL,"12","98","328.27",2.33,"69.84","0","27.94","228.16"
884,"danville","VA","42,936","193",3,"25",NULL,"58","107","449.51",6.99,"58.23","0","135.08","249.21"
885,"salem","MA","42,847","154",0,"8",NULL,"26","120","359.42",0,"18.67","0","60.68","280.07"
886,"san bruno","CA","42,787","110",0,NULL,11,"39","60","257.09",0,"0","25.71","91.15","140.23"
887,"fairfield","OH","42,654","98",1,"13",NULL,"19","65","229.76",2.34,"30.48","0","44.54","152.39"
888,"rancho palos verdes","CA","42,645","24",0,NULL,5,"8","11","56.28",0,"0","11.72","18.76","25.79"
889,"manassas","VA","42,641","140",1,"19",NULL,"44","76","328.32",2.35,"44.56","0","103.19","178.23"
890,"north brunswick township","NJ","42,526","56",1,NULL,1,"26","28","131.68",2.35,"0","2.35","61.14","65.84"
891,"billerica","MA","42,393","34",0,"3",NULL,"2","29","80.2",0,"7.08","0","4.72","68.41"
892,"concord","NH","42,358","85",0,"29",NULL,"14","42","200.67",0,"68.46","0","33.05","99.15"
893,"urbandale","IA","42,336","84",0,"14",NULL,"4","66","198.41",0,"33.07","0","9.45","155.9"
894,"monroe township, middlesex county","NJ","42,333","10",0,NULL,0,"2","8","23.62",0,"0","0","4.72","18.9"
895,"altamonte springs","FL","42,301","154",2,"13",NULL,"27","112","364.06",4.73,"30.73","0","63.83","264.77"
896,"penn hills","PA","42,288","163",8,"9",NULL,"57","89","385.45",18.92,"21.28","0","134.79","210.46"
897,"midland","MI","42,256","50",1,"19",NULL,"8","22","118.33",2.37,"44.96","0","18.93","52.06"
898,"plainfield","IL","42,196","31",0,"6",NULL,"9","16","73.47",0,"14.22","0","21.33","37.92"
899,"st. cloud","FL","42,113","137",1,"15",NULL,"16","105","325.32",2.37,"35.62","0","37.99","249.33"
900,"bloomfield township","MI","42,112","17",1,"3",NULL,"7","6","40.37",2.37,"7.12","0","16.62","14.25"
901,"kearny","NJ","41,964","87",0,NULL,5,"36","46","207.32",0,"0","11.91","85.79","109.62"
902,"berkeley township","NJ","41,957","29",0,NULL,2,"4","23","69.12",0,"0","4.77","9.53","54.82"
903,"buffalo grove","IL","41,840","10",0,"3",NULL,"2","5","23.9",0,"7.17","0","4.78","11.95"
904,"urbana","IL","41,805","130",0,"18",NULL,"63","49","310.97",0,"43.06","0","150.7","117.21"
905,"bartlett","IL","41,784","14",1,"1",NULL,"3","9","33.51",2.39,"2.39","0","7.18","21.54"
906,"miami township, clermont county","OH","41,746","30",2,"9",NULL,"9","10","71.86",4.79,"21.56","0","21.56","23.95"
907,"burleson","TX","41,733","69",0,"18",NULL,"9","42","165.34",0,"43.13","0","21.57","100.64"
908,"mount laurel township","NJ","41,698","28",1,NULL,7,"12","8","67.15",2.4,"0","16.79","28.78","19.19"
909,"rockwall","TX","41,688","41",0,"7",NULL,"5","29","98.35",0,"16.79","0","11.99","69.56"
910,"findlay","OH","41,613","80",0,"22",NULL,"17","41","192.25",0,"52.87","0","40.85","98.53"
911,"morgan hill","CA","41,585","65",0,NULL,3,"21","41","156.31",0,"0","7.21","50.5","98.59"
912,"linden","NJ","41,550","152",1,NULL,12,"64","75","365.82",2.41,"0","28.88","154.03","180.51"
913,"rohnert park3","CA","41,535","160",1,"16",NULL,"24","119","385.22",2.41,"38.52","0","57.78","286.51"
914,"brea","CA","41,359","53",0,NULL,5,"22","26","128.15",0,"0","12.09","53.19","62.86"
915,"shelton","CT","41,353","23",1,"3",NULL,"15","4","55.62",2.42,"7.25","0","36.27","9.67"
916,"westfield","MA","41,348","86",0,"13",NULL,"11","62","207.99",0,"31.44","0","26.6","149.95"
917,"sumter","SC","41,341","326",1,"11",NULL,"67","247","788.56",2.42,"26.61","0","162.07","597.47"
918,"beaumont","CA","41,323","71",0,NULL,8,"19","44","171.82",0,"0","19.36","45.98","106.48"
919,"leominster","MA","41,179","270",0,"18",NULL,"45","207","655.67",0,"43.71","0","109.28","502.68"
920,"woonsocket","RI","41,140","219",0,"27",NULL,"48","144","532.33",0,"65.63","0","116.67","350.02"
921,"meridian township","MI","41,133","82",0,"16",NULL,"13","53","199.35",0,"38.9","0","31.6","128.85"
922,"covington","KY","41,072","207",2,"35",NULL,"97","73","503.99",4.87,"85.22","0","236.17","177.74"
923,"beverly","MA","41,023","78",0,"5",NULL,"8","65","190.14",0,"12.19","0","19.5","158.45"
924,"wilkes-barre","PA","41,017","179",2,"22",NULL,"92","63","436.4",4.88,"53.64","0","224.3","153.59"
925,"prescott","AZ","40,992","141",0,"6",NULL,"14","121","343.97",0,"14.64","0","34.15","295.18"
926,"quincy","IL","40,972","190",2,"24",NULL,"13","151","463.73",4.88,"58.58","0","31.73","368.54"
927,"edmonds","WA","40,972","55",1,NULL,8,"12","34","134.24",2.44,"0","19.53","29.29","82.98"
928,"mankato","MN","40,959","107",1,"20",NULL,"17","69","261.24",2.44,"48.83","0","41.5","168.46"
929,"cedar falls","IA","40,883","50",1,"12",NULL,"7","30","122.3",2.45,"29.35","0","17.12","73.38"
930,"meridian","MS","40,873","240",9,"28",NULL,"125","78","587.18",22.02,"68.5","0","305.83","190.84"
931,"campbell","CA","40,872","81",1,"14",NULL,"21","45","198.18",2.45,"34.25","0","51.38","110.1"
932,"hagerstown","MD","40,781","265",1,NULL,14,"106","144","649.81",2.45,"0","34.33","259.92","353.11"
933,"brentwood","TN","40,757","19",1,"4",NULL,"5","9","46.62",2.45,"9.81","0","12.27","22.08"
934,"coppell","TX","40,746","23",0,"7",NULL,"8","8","56.45",0,"17.18","0","19.63","19.63"
935,"jackson township, stark county","OH","40,645","47",0,"3",NULL,"21","23","115.64",0,"7.38","0","51.67","56.59"
936,"warren","OH","40,592","181",2,"29",NULL,"87","63","445.9",4.93,"71.44","0","214.33","155.2"
937,"la puente","CA","40,583","136",1,NULL,1,"50","84","335.12",2.46,"0","2.46","123.2","206.98"
938,"carol stream","IL","40,536","44",0,"4",NULL,"11","29","108.55",0,"9.87","0","27.14","71.54"
939,"bozeman","MT","40,525","74",0,"31",NULL,"3","40","182.6",0,"76.5","0","7.4","98.7"
940,"teaneck township","NJ","40,519","50",0,NULL,3,"19","28","123.4",0,"0","7.4","46.89","69.1"
941,"fitchburg","MA","40,492","330",0,"31",NULL,"65","234","814.98",0,"76.56","0","160.53","577.89"
942,"streamwood","IL","40,456","41",0,"9",NULL,"8","24","101.34",0,"22.25","0","19.77","59.32"
943,"hickory","NC","40,435","158",0,NULL,20,"38","100","390.75",0,"0","49.46","93.98","247.31"
944,"san gabriel","CA","40,409","83",1,NULL,7,"29","46","205.4",2.47,"0","17.32","71.77","113.84"
945,"marlboro township","NJ","40,351","12",0,NULL,1,"0","11","29.74",0,"0","2.48","0","27.26"
946,"holyoke","MA","40,336","390",3,"31",NULL,"99","257","966.88",7.44,"76.85","0","245.44","637.15"
947,"norwich","CT","40,296","153",0,"16",NULL,"23","114","379.69",0,"39.71","0","57.08","282.91"
948,"maplewood","MN","40,295","61",3,"4",NULL,"17","37","151.38",7.45,"9.93","0","42.19","91.82"
949,"crystal lake","IL","40,294","52",0,"7",NULL,"4","41","129.05",0,"17.37","0","9.93","101.75"
950,"florence","AL","40,236","202",1,"25",NULL,"44","132","502.04",2.49,"62.13","0","109.35","328.06"
951,"saginaw township","MI","40,228","71",0,"7",NULL,"12","52","176.49",0,"17.4","0","29.83","129.26"
952,"the colony","TX","40,228","54",0,"17",NULL,"9","28","134.23",0,"42.26","0","22.37","69.6"
953,"manalapan township","NJ","40,063","15",0,NULL,0,"7","8","37.44",0,"0","0","17.47","19.97"
954,"huntsville","TX","40,059","211",1,"37",NULL,"24","149","526.72",2.5,"92.36","0","59.91","371.95"
955,"boardman","OH","40,047","65",1,"15",NULL,"35","14","162.31",2.5,"37.46","0","87.4","34.96"
956,"prescott valley","AZ","40,035","88",1,"7",NULL,"13","67","219.81",2.5,"17.48","0","32.47","167.35"
957,"ocoee","FL","40,029","138",2,"10",NULL,"42","84","344.75",5,"24.98","0","104.92","209.85"
958,"duncanville","TX","39,859","125",3,"11",NULL,"58","53","313.61",7.53,"27.6","0","145.51","132.97"
959,"clovis","NM","39,820","144",2,NULL,29,"22","91","361.63",5.02,"0","72.83","55.25","228.53"
960,"la quinta","CA","39,753","87",1,NULL,2,"33","51","218.85",2.52,"0","5.03","83.01","128.29"
961,"marlborough","MA","39,748","134",0,"18",NULL,"7","109","337.12",0,"45.29","0","17.61","274.23"
962,"northampton township","PA","39,692","6",0,"0",NULL,"1","5","15.12",0,"0","0","2.52","12.6"
963,"shakopee","MN","39,632","57",0,"21",NULL,"9","27","143.82",0,"52.99","0","22.71","68.13"
964,"calexico","CA","39,572","96",0,NULL,7,"30","59","242.6",0,"0","17.69","75.81","149.1"
965,"culver city3","CA","39,561","169",1,"6",NULL,"70","92","427.19",2.53,"15.17","0","176.94","232.55"
966,"atlantic city","NJ","39,544","523",6,NULL,15,"302","200","1,322.58",15.17,"0","37.93","763.71","505.77"
967,"sherman","TX","39,522","142",0,"25",NULL,"22","95","359.29",0,"63.26","0","55.67","240.37"
968,"hillsborough township","NJ","39,522","13",2,NULL,3,"1","7","32.89",5.06,"0","7.59","2.53","17.71"
969,"germantown","TN","39,495","31",0,"0",NULL,"6","25","78.49",0,"0","0","15.19","63.3"
970,"lancaster","OH","39,453","106",1,"35",NULL,"16","54","268.67",2.53,"88.71","0","40.55","136.87"
971,"woburn","MA","39,401","71",0,"5",NULL,"10","56","180.2",0,"12.69","0","25.38","142.13"
972,"bremerton","WA","39,359","209",0,"39",NULL,"39","131","531.01",0,"99.09","0","99.09","332.83"
973,"wausau","WI","39,359","85",2,NULL,13,"10","60","215.96",5.08,"0","33.03","25.41","152.44"
974,"bullhead city","AZ","39,337","81",2,"1",NULL,"12","66","205.91",5.08,"2.54","0","30.51","167.78"
975,"manheim township","PA","39,155","17",1,"2",NULL,"9","5","43.42",2.55,"5.11","0","22.99","12.77"
976,"winslow township","NJ","39,139","72",1,NULL,2,"23","46","183.96",2.55,"0","5.11","58.76","117.53"
977,"puyallup","WA","39,016","109",0,"22",NULL,"45","42","279.37",0,"56.39","0","115.34","107.65"
978,"cape girardeau","MO","39,012","226",4,"11",NULL,"66","145","579.31",10.25,"28.2","0","169.18","371.68"
979,"hallandale","FL","39,000","240",1,"7",NULL,"85","147","615.38",2.56,"17.95","0","217.95","376.92"
980,"amherst","MA","38,977","69",0,"21",NULL,"7","41","177.03",0,"53.88","0","17.96","105.19"
981,"greenacres city","FL","38,957","265",1,"7",NULL,"70","187","680.24",2.57,"17.97","0","179.69","480.02"
982,"pacifica","CA","38,925","91",0,NULL,11,"15","65","233.78",0,"0","28.26","38.54","166.99"
983,"oakley","CA","38,851","45",2,NULL,2,"16","25","115.83",5.15,"0","5.15","41.18","64.35"
984,"rock island","IL","38,844","157",1,"14",NULL,"22","120","404.18",2.57,"36.04","0","56.64","308.93"
985,"annapolis","MD","38,803","194",1,NULL,4,"66","123","499.96",2.58,"0","10.31","170.09","316.99"
986,"stanton","CA","38,791","124",2,"14",NULL,"44","64","319.66",5.16,"36.09","0","113.43","164.99"
987,"ormond beach","FL","38,782","166",0,"0",NULL,"15","151","428.03",0,"0","0","38.68","389.36"
988,"muskogee","OK","38,759","332",3,"17",NULL,"51","261","856.58",7.74,"43.86","0","131.58","673.39"
989,"hurst","TX","38,709","143",2,"22",NULL,"38","81","369.42",5.17,"56.83","0","98.17","209.25"
990,"phenix city","AL","38,673","249",4,"29",NULL,"50","166","643.86",10.34,"74.99","0","129.29","429.24"
991,"hanover park","IL","38,640","40",1,"7",NULL,"11","21","103.52",2.59,"18.12","0","28.47","54.35"
992,"pocono mountain regional","PA","38,521","61",0,"24",NULL,"12","25","158.36",0,"62.3","0","31.15","64.9"
993,"winter garden","FL","38,454","163",2,"11",NULL,"32","118","423.88",5.2,"28.61","0","83.22","306.86"
994,"american fork/cedar hills","UT","38,412","21",0,NULL,5,"4","12","54.67",0,"0","13.02","10.41","31.24"
995,"chelsea","MA","38,396","427",4,"21",NULL,"171","231","1,112.10",10.42,"54.69","0","445.36","601.63"
996,"carpentersville","IL","38,363","33",1,"6",NULL,"16","10","86.02",2.61,"15.64","0","41.71","26.07"
997,"montclair","CA","38,347","210",3,"23",NULL,"72","112","547.63",7.82,"59.98","0","187.76","292.07"
998,"lima","OH","38,265","353",3,"40",NULL,"71","239","922.51",7.84,"104.53","0","185.55","624.59"
999,"huber heights","OH","38,137","75",0,"18",NULL,"28","29","196.66",0,"47.2","0","73.42","76.04"
1000,"wheeling","IL","38,095","46",0,"8",NULL,"14","24","120.75",0,"21","0","36.75","63"
1001,"montclair","NJ","38,030","46",0,NULL,2,"29","15","120.96",0,"0","5.26","76.26","39.44"
1002,"blackman township","MI","38,025","63",2,"19",NULL,"15","27","165.68",5.26,"49.97","0","39.45","71.01"
1003,"brookfield","WI","38,019","20",0,NULL,0,"10","10","52.61",0,"0","0","26.3","26.3"
1004,"friendswood","TX","38,012","21",0,"11",NULL,"2","8","55.25",0,"28.94","0","5.26","21.05"
1005,"florence","SC","37,951","332",2,"18",NULL,"60","252","874.81",5.27,"47.43","0","158.1","664.01"
1006,"grove city","OH","37,945","37",0,"15",NULL,"18","4","97.51",0,"39.53","0","47.44","10.54"
1007,"roy","UT","37,923","42",2,"28",NULL,"2","10","110.75",5.27,"73.83","0","5.27","26.37"
1008,"park ridge","IL","37,919","12",0,"1",NULL,"4","7","31.65",0,"2.64","0","10.55","18.46"
1009,"northglenn","CO","37,909","117",0,"28",NULL,"15","74","308.63",0,"73.86","0","39.57","195.2"
